minute,player_id,opponent_strength,rest_days,WBGT,altitude,sprints,pressures,xG_flow,EVPM_ground_truth,cumulative_load,stamina_index,injury_prob,injury_event
2,22,0.9753498523928403,4,30.688955756305734,2268.2020909040434,0,4,-0.002787732669161365,-0.14162059067437646,5,0.9494381256810935,5.0561874318906465e-05,0
3,1,0.6368290872039968,2,29.8356599725649,1922.041946426132,0,0,-0.0008935152508193012,-0.06171566775331308,6,0.9294821759611566,7.051782403884343e-05,0
3,2,0.5220239830537412,4,29.295968973944646,1867.2741059961459,3,4,0.0025033632922931426,0.14714544664432236,9,0.919924461228737,8.007553877126306e-05,0
3,3,0.8057065913395836,4,33.387080763789044,2305.456018493513,0,2,-0.0003991642392236201,-0.0090273987025825,7,0.9308444980599382,6.915550194006182e-05,0
3,4,0.9004106621739043,4,29.764374803197104,1869.406040147895,1,1,0.004850903021754863,0.25409685114117375,3,0.9593318890419733,4.066811095802669e-05,0
3,5,0.5960222609178842,5,34.73776013206739,1918.3303004960549,0,1,-0.005503560534865245,-0.2939571965235041,5,0.9430577851579097,5.6942214842090276e-05,0
3,6,0.9004832752302677,5,32.279341489390745,1805.0330786415184,0,1,0.0029652882514877204,0.13843685193756194,4,0.9529190000507463,4.7080999949253747e-05,0
3,7,0.7426801114763766,5,31.11782385683453,1796.230758035694,0,2,0.0011821263715872858,0.07619804934929829,5,0.9396381566889482,6.036184331105177e-05,0
3,8,0.5668631759715668,3,30.17587105862328,1744.070670681618,1,4,-0.0022042962890862394,-0.09381367251081525,5,0.9418075784368706,5.8192421563129424e-05,0
3,9,0.8832073056949198,5,30.722837063788326,2424.033141137005,1,1,-0.0005896777980540667,-0.019362045872704493,3,0.9632453103172436,3.6754689682756415e-05,0
3,10,0.7596457930464724,5,31.91564879145495,2014.9748987056705,1,3,0.006371554671209897,0.34845912564012704,6,0.9375888009090745,6.241119909092552e-05,0
3,11,0.6956923249357404,5,34.09271105001591,2184.1226134888107,1,2,0.0024800024247787506,0.1516518672028951,8,0.9207210648898735,7.927893511012652e-05,0
3,12,0.767825168849817,2,34.471425442315265,2355.3468619955493,0,0,-0.0056074301140793936,-0.28027194779304226,5,0.9452016278570163,5.4798372142983665e-05,0
3,13,0.5936261097912787,5,28.479087067635813,2131.577796445568,2,2,-0.0029075963961193423,-0.11334260752189279,9,0.9188676362439655,8.11323637560345e-05,0
3,14,0.9137279113692593,5,28.93227364501161,2096.42400297131,3,3,0.0017582622980019157,0.08633171890447211,8,0.925463110916192,7.453688908380795e-05,0
3,15,0.7180254130943537,4,32.354764890295286,2210.244390539472,3,0,0.005440227836412208,0.3171567683607448,6,0.9361882842993047,6.381171570069533e-05,0
3,16,0.8468121767050785,3,31.343683335273393,2192.7522917727883,1,1,-0.001950751969505675,-0.08207864213009237,4,0.9558707956132367,4.412920438676327e-05,0
3,17,0.6300405286404984,2,28.5285496889373,2459.6611742742734,0,0,0.0028675212001546165,0.1453596254698101,3,0.95964550604936,4.0354493950639946e-05,0
3,18,0.7462537419634174,3,31.894786375828893,1839.3440699063292,1,1,0.0021790631122121313,0.12649547841901707,4,0.950175161364423,4.982483863557696e-05,0
3,19,0.8750506820635016,4,32.2493070846281,1813.566044891973,1,0,0.00341713984028352,0.17031060071985457,5,0.9377519519696572,6.224804803034278e-05,0
3,20,0.6518817703520583,3,29.370561518719953,1724.3429466270845,1,3,0.001379906385424037,0.08157533628857974,9,0.9072698363637914,9.273016363620856e-05,0
3,21,0.7732543592235945,2,34.97036476196459,1695.5686866468493,1,0,0.00243269741857229,0.13714374912336405,7,0.9288372039938717,7.116279600612829e-05,0
3,22,0.5546871679285328,3,34.66493125600752,2272.1332674964506,1,1,0.0040790169553117485,0.23488201481896373,7,0.9282133759535309,7.178662404646907e-05,0
4,1,0.5274996496773638,5,32.01441351693373,2496.689348182471,1,0,0.011182296845666847,0.5734698919988587,7,0.915229205288016,8.477079471198401e-05,0
4,2,0.9583249761787732,2,28.71596123380621,2077.7362303624195,0,1,0.007186273467517299,0.35186362080073247,10,0.9076938458097077,9.230615419029231e-05,0
4,3,0.7783448871740561,4,30.881900689472747,2306.597241075131,0,0,-0.003421603877289658,-0.1806751900275449,7,0.9258444980599382,7.415550194006182e-05,0
4,4,0.5370999123480389,5,33.30239106291579,1561.4356785929772,2,0,-0.010176341234185236,-0.48155389107393554,5,0.9372198150699554,6.278018493004456e-05,0
4,5,0.8513835432509956,2,33.0035684272079,2168.589390614613,1,2,0.0013911990674174768,0.06961854070757519,8,0.9128924562526556,8.710754374734442e-05,0
4,6,0.6024023659198519,3,33.34966661774891,1985.8893214530876,1,1,-0.003096671735906757,-0.1443794301932637,6,0.9318785000761194,6.812149992388062e-05,0
4,7,0.6988126033396722,5,29.30916805447967,1879.0099082628635,0,1,0.009452435145793761,0.4612443610867968,6,0.9255657880267378,7.443421197326217e-05,0
4,8,0.5199536676127305,3,29.06867380713312,2364.8027247109308,1,0,0.003993767297530159,0.20455088705775876,6,0.9281690941242446,7.183090587575536e-05,0
4,9,0.7143342440560156,4,30.06542523406074,2335.094093312826,0,3,0.005258638890269385,0.2508574865561564,6,0.9364906206344872,6.350937936551282e-05,0
4,10,0.525341135884909,5,29.967431078702376,1844.8489820207276,1,0,0.0037630213147852917,0.20467175788240555,7,0.9246869343939202,7.531306560607976e-05,0
4,11,0.912130760136974,5,30.118084364153294,1534.7042404473618,0,0,0.005770160555679517,0.26809877839328816,8,0.9157210648898735,8.427893511012652e-05,0
4,12,0.6965486826193342,3,33.71704447635783,1845.10951039077,1,2,0.001196555183200985,0.08341254060105216,8,0.9163226045712262,8.367739542877384e-05,0
4,13,0.9161267883709214,2,28.109893726626666,2339.6743868941003,0,2,-0.0018240499855054324,-0.09154134863298945,11,0.8991715554092912,0.00010082844459070883,0
4,14,0.6084293026762362,2,34.00986242726783,1982.6179368958124,0,0,0.0004627097710931656,0.03534405846079004,8,0.920463110916192,7.953688908380796e-05,0
4,15,0.7759488271246149,4,32.138679831848364,2245.2965604317856,0,0,0.0013439598349389511,0.06151203140252659,6,0.9311882842993047,6.881171570069533e-05,0
4,16,0.7542795779181467,4,34.82768291737193,2230.065740019162,0,1,-0.007262214175864731,-0.3407031023338197,5,0.943588494516546,5.6411505483453976e-05,0
4,17,0.6663662597281081,5,34.29986984685334,1793.8043215301511,0,0,-0.003995488426517789,-0.18766462624198896,3,0.95464550604936,4.535449395063995e-05,0
4,18,0.6519011394644902,2,33.266561547658405,2162.4671361503533,0,1,0.004890772377088116,0.24559232689669452,5,0.9364689517055287,6.353104829447131e-05,0
4,19,0.924435692401011,2,28.393354118083238,1794.4972396387102,0,1,-0.002530667917852046,-0.14570279034049294,6,0.9233023423635887,7.669765763641134e-05,0
4,20,0.9855299766457741,3,28.416519311810898,1755.1255502066629,0,1,-0.0030263396561108213,-0.15025416082569223,10,0.8936331515153239,0.00010636684848467615,0
4,21,0.9773284819329531,4,33.971053842783654,1760.771914180855,1,2,-0.002497271130777613,-0.100264028385061,10,0.8997674342769595,0.00010023256572304051,0
4,22,0.6500354972094171,3,28.960497135259814,1838.5488592805325,1,0,0.002892383009189899,0.16375996714059257,8,0.9151010010897496,8.489899891025044e-05,0
5,1,0.5014938364449274,3,32.343835397656676,2088.1883032555347,0,2,0.00464758124397582,0.22298038952659366,9,0.8917232639417348,0.00010827673605826515,0
5,2,0.5912352165881618,4,30.955713487574158,2018.3862421244708,0,0,0.00434890303179232,0.2519749243114809,10,0.9026938458097077,9.730615419029232e-05,0
5,3,0.5724260662835186,4,30.666007291654267,2025.6954803960487,0,0,-0.000520093797623939,-0.030532242996648525,7,0.9208444980599382,7.915550194006183e-05,0
5,4,0.914206902408035,5,33.18406992680114,1663.2992056166593,1,1,-0.001869718742746163,-0.0810721217402256,7,0.9151077410979377,8.489225890206232e-05,0
5,5,0.5467791764782253,3,33.67010310347912,2040.618779746052,2,2,-0.0025423876079567072,-0.1170665326717713,12,0.8743386843789833,0.00012566131562101668,0
5,6,0.7205391535994533,4,31.086963007975786,1641.9820024669955,0,1,0.011585690924899791,0.5741337690585695,7,0.918858250088806,8.114174991119406e-05,0
5,7,0.8081625476297316,4,29.075529070619005,1646.1711363907443,1,2,-0.010064659655103114,-0.48486659443163627,9,0.8933486820401068,0.00010665131795989324,0
5,8,0.5759917106558532,3,34.70780630724459,1923.763042068324,1,1,0.0011874297944243673,0.06936898869284636,8,0.9058921254989929,9.41078745010071e-05,0
5,9,0.626663035288715,5,33.4242149488132,2207.196149629157,1,1,-0.005674287656754561,-0.2618934334304932,8,0.9169874941793161,8.301250582068387e-05,0
5,10,0.9767065630118963,4,33.30618836833723,1777.2443385182098,2,0,-0.0009102659869088937,-0.03604462519023385,9,0.9038832013636117,9.611679863638833e-05,0
5,11,0.7355433514849004,4,31.16236609522388,2157.606235409094,0,2,-0.0016070831220900378,-0.07543804354269414,10,0.8946513311123419,0.00010534866888765815,0
5,12,0.727006495740572,3,29.064279228267402,1845.1622837998302,1,1,0.0018173801999894095,0.08785505239215177,10,0.8954032557140327,0.00010459674428596733,0
5,13,0.7218262112677061,3,31.55474726398266,2008.6019727949367,0,3,-0.00388995995727602,-0.1961411530764847,14,0.8721274341572797,0.00012787256584272035,0
5,14,0.8860903508548803,4,32.149530687013275,1627.1410969754709,0,1,-0.0008529171030748845,-0.04180084864436476,9,0.908020999780716,9.197900021928396e-05,0
5,15,0.8032680115367932,2,30.020397325614233,2205.625054977644,1,0,0.005727863362542021,0.28463042830074525,7,0.9180529983491887,8.194700165081126e-05,0
5,16,0.6810610998830247,3,31.51711712253881,1971.025094689904,2,0,-0.0022585046127287273,-0.11149578854858272,7,0.9240238923231644,7.597610767683561e-05,0
5,17,0.8936608613599898,3,30.02517090884741,2245.8429530023473,1,0,0.00657045825300256,0.325574755828088,4,0.9411940080658134,5.880599193418657e-05,0
5,18,0.6940922058490033,3,32.03852003420866,2456.155595326818,0,1,0.001655968734311121,0.08732635328915736,6,0.9227627420466344,7.723725795336556e-05,0
5,19,0.7743489703186397,3,31.193658352149907,2286.687929791583,1,2,0.0034018763150716817,0.18325341646333984,9,0.889953513545383,0.00011004648645461701,0
5,20,0.6601637859729887,2,28.850821106300593,2003.980445338795,1,1,-0.0014056924535758943,-0.06929324402070758,12,0.8713597818183887,0.0001286402181816113,0
5,21,0.5463372911345885,2,29.731188102796086,1787.533834676874,1,0,0.004961328337147353,0.262795747348318,11,0.8867441777046555,0.00011325582229534449,0
5,22,0.5791042208742729,4,34.15028244079544,1899.0694363067346,1,0,0.003614969582206129,0.17113854962728753,9,0.9019886262259683,9.801137377403168e-05,0
6,1,0.8333851083558059,5,28.15522391486128,2119.473970817285,0,1,-0.013112646302869173,-0.6651735855591209,10,0.8774702932685943,0.00012252970673140573,0
6,2,0.5545642525075943,4,30.468255419641736,2187.4264755260133,0,0,0.002020195442650815,0.1068259978220608,10,0.8976938458097077,0.00010230615419029232,0
6,3,0.5225204402158207,4,33.51977950205069,1848.0172017504674,1,1,0.004348352863739596,0.24386371926139155,9,0.9003714975056348,9.962850249436517e-05,0
6,4,0.8293960243319841,5,34.04220033595983,2240.0787391146378,0,0,0.004990278263077844,0.2602490629221047,7,0.9101077410979377,8.989225890206232e-05,0
6,5,0.8321660040542855,2,32.559129867373116,2196.5095063034532,0,0,-0.0005597470554069746,-0.0352101421164549,12,0.8693386843789834,0.0001306613156210166,0
6,6,0.6811013646833344,4,33.490093180674656,1878.188466683202,1,1,0.0051819813874297615,0.28227592408916635,9,0.8978177501141791,0.00010218224988582092,0
6,7,0.9908494923184288,2,29.370842051943274,1592.5094261266813,0,1,-0.0060496869272293795,-0.3036108374944184,10,0.8792763133778965,0.00012072368662210354,0
6,8,0.5572033065060873,2,28.753178608613567,2157.295281396711,1,0,-0.0021960273708403312,-0.09169985220768391,9,0.892253641186367,0.00010774635881363304,0
6,9,0.592883698693638,4,34.70436922844227,2358.557292486071,0,0,-0.003271298655841374,-0.16654965636414398,8,0.9119874941793162,8.801250582068377e-05,0
6,10,0.6610812991259896,5,29.989561791652346,2493.151387441884,1,0,-0.0031982433493351293,-0.1475553751533992,10,0.8909813348484574,0.00010901866515154257,0
6,11,0.6155919604588072,3,30.072899437651483,1878.1880870700425,0,1,-0.00041918543241249674,-0.009261795481418566,11,0.881616464223576,0.00011838353577642402,0
6,12,0.6933250260071171,5,34.317320050865625,2237.48042371739,0,1,9.575054606766019e-05,0.005792438457360964,11,0.882443581285436,0.00011755641871456402,0
6,13,0.8239800809104382,3,33.48911253257808,2056.64442605996,3,0,-0.009282702926452203,-0.43019516437716376,17,0.8450833129052682,0.00015491668709473184,0
6,14,0.8734596265391067,2,28.400155104159996,2198.9860615377465,0,1,0.00014804104997731776,0.008570609766012696,10,0.89557888864524,0.00010442111135475996,0
6,15,0.677961739974847,3,30.748573432807152,2257.073674098035,0,0,-0.001538855234990262,-0.09464490849890878,7,0.9130529983491887,8.694700165081126e-05,0
6,16,0.915709333956636,2,30.847906361200835,1585.9883304083785,0,2,-0.0019515923313630661,-0.09763816637049692,9,0.9044592901297828,9.554070987021724e-05,0
6,17,0.6397050944452303,4,34.57339081975216,1592.0818795848008,1,0,-0.0004950898513165411,0.0071691374278148885,5,0.9277425100822667,7.225748991773329e-05,0
6,18,0.8245035237485663,2,30.959298484445316,1561.8853375470896,1,1,4.131102426651126e-05,0.019504884004401823,8,0.900350322728846,9.964967727115404e-05,0
6,19,0.9080248996530513,2,33.245832197704594,1551.0145964678875,0,1,-0.006136980632169786,-0.299951542171173,10,0.8755039039393144,0.00012449609606068556,0
6,20,0.6775494000495261,2,32.55650638036616,1550.9564446597744,0,1,0.004789095924215803,0.2241277997329519,13,0.857723096969921,0.000142276903030079,0
6,21,0.8130023113257326,2,34.78220852319766,2154.4660564326578,0,1,0.014795571098206995,0.7510017575750333,12,0.8737209211323514,0.00012627907886764855,0
6,22,0.7936187929228178,5,32.65794118875746,1644.066222703147,1,0,-0.0070781238157043075,-0.3558068822151046,10,0.888876251362187,0.00011112374863781305,0
7,1,0.9550520039465711,5,30.241989170754515,1705.3506174142262,1,1,0.006838630741738171,0.3497835843354085,12,0.8539643519223131,0.00014603564807768687,0
7,2,0.8049665126395605,2,30.36739699622658,1602.8165102933253,0,0,0.007560238548609513,0.3853809700379516,10,0.8926938458097077,0.00010730615419029232,0
7,3,0.6228859161762695,2,32.7633087161361,1515.285159119973,1,1,-0.0031738022492625913,-0.14476986641521006,11,0.8798984969513315,0.00012010150304866851,0
7,4,0.5557251229432312,2,29.006389099180897,1904.1409888254416,0,0,-0.005857925992233659,-0.2856203606182886,7,0.9051077410979377,9.489225890206232e-05,0
7,5,0.5089865387810824,4,33.537198847129524,1809.2541686273369,2,0,0.0022025463012753568,0.13782308168049034,14,0.8475617984421473,0.0001524382015578527,0
7,6,0.944170212966533,4,30.76545392873713,2127.442715597169,0,0,0.00823901582475683,0.4085418288301037,9,0.8928177501141791,0.00010718224988582093,0
7,7,0.9608150757979775,5,33.509287076226784,2224.4148178831965,0,0,0.0004313631143875111,0.023828472199148364,10,0.8742763133778965,0.00012572368662210355,0
7,8,0.7619227000883129,5,33.99121478121752,2351.3272346571275,2,0,-0.0003881616434852986,0.011369500836024723,11,0.8699766725611152,0.0001300233274388848,0
7,9,0.9020054203133184,3,28.58481318513521,1817.9439695561964,0,0,0.0007501703137442301,0.031362080728744385,8,0.9069874941793161,9.301250582068388e-05,0
7,10,0.8969904195589042,2,32.125517558191035,1819.401693437623,0,3,0.009104553172241316,0.4533773119909757,13,0.8622757353029946,0.00013772426469700537,0
7,11,0.9010842006521091,3,32.28300042787793,2143.9416712786197,0,2,-0.008001964352328847,-0.3996318882242761,13,0.8605467304460444,0.00013945326955395565,0
7,12,0.9532730239934346,4,28.846241029944977,2140.080877647841,0,0,0.0028670349212832798,0.16300587346678128,11,0.877443581285436,0.00012255641871456404,0
7,13,0.9718117571448424,4,28.026004067723004,1953.6774237073028,0,2,0.0039068550854013204,0.1978672977838012,19,0.8253872320705938,0.00017461276792940617,0
7,14,0.6568597155200115,3,32.372042354930926,1951.4440809194502,0,1,-0.0024827360668774456,-0.12786704701619603,11,0.883136777509764,0.00011686322249023596,0
7,15,0.957272497707232,4,30.014939024467008,2131.6942844756873,0,0,0.0021493788650619123,0.12010318714621011,7,0.9080529983491887,9.194700165081126e-05,0
7,16,0.9450674329935481,5,32.26405417585064,1763.6226664346655,0,0,-0.0059492992634814276,-0.2950457820596723,9,0.8994592901297828,0.00010054070987021724,0
7,17,0.9049353771648068,5,28.373699828882568,2081.30769378527,1,1,0.01051664905637471,0.5527449918372066,7,0.9058395141151735,9.416048588482651e-05,0
7,18,0.782158814990514,3,30.74763401768901,2071.551639712494,1,4,-0.005201707548976215,-0.26299542577045143,13,0.8518192744343748,0.00014818072556562522,0
7,19,0.721389054678556,2,29.78623214091516,1895.073116084277,1,0,0.00182367167742159,0.11550878234241857,11,0.8610542943332459,0.00013894570566675413,0
7,20,0.9731710692683933,5,33.87123255542713,2368.5440345421944,0,2,-0.00400457429311201,-0.20616556911741182,15,0.8354497272729858,0.00016455027272701416,0
7,21,0.7633281402036379,5,32.04806900854853,2077.961558283884,0,2,-0.0029569389090890567,-0.14390261058685025,14,0.8526744079877433,0.0001473255920122567,0
7,22,0.8253010453071706,2,34.44577111521704,2278.563377135561,0,2,-0.00391346394621766,-0.1803648982598976,12,0.8676515016346243,0.00013234849836537565,0
8,1,0.8701620025133812,4,33.87190592598352,1645.4093195566343,0,1,0.00019037310195522646,0.012825373276611155,13,0.8397113812491726,0.00016028861875082745,0
8,2,0.7950262960561656,2,30.271629985825268,2259.3296043299115,1,0,0.003732351107800437,0.21900776221919643,11,0.8804632303906784,0.00011953676960932159,0
8,3,0.8208827653676969,5,28.331495377335386,1602.9090150552715,0,2,0.001583955632752109,0.08319716083361953,13,0.8594254963970281,0.00014057450360297185,0
8,4,0.9716413914600549,2,29.813354044228763,2254.5227683856156,2,1,0.0013373674441559697,0.10090197521129128,10,0.874439630139911,0.00012556036986008902,0
8,5,0.6763524587330063,4,29.126002578321952,2113.2753205955114,0,0,0.0006065280300686152,0.03651622953276039,14,0.8425617984421473,0.00015743820155785272,0
8,6,0.7233026502352635,2,34.714312274119116,2390.7599628542494,2,1,-0.006236961139108508,-0.29135130320080194,12,0.8637570001522388,0.00013624299984776124,0
8,7,0.9991573459604103,5,30.763765277671624,2021.0705246327639,1,2,0.003526013412618015,0.17338884942889798,13,0.8420592073912654,0.0001579407926087346,0
8,8,0.927086026262157,4,28.863643020733242,2064.297441063257,1,1,0.007960096013004795,0.4130038343727854,13,0.8476997039358634,0.00015230029606413666,0
8,9,0.9183904594807504,2,32.68376098688802,1766.2221441665001,0,0,-0.0011176372434986495,-0.058019299863790896,8,0.9019874941793162,9.801250582068377e-05,0
8,10,0.7376931817495535,3,31.52272274867071,2346.1118289356646,0,1,-0.0006815159412264604,-0.0431371914456685,14,0.8493738687878404,0.00015062613121215963,0
8,11,0.9805211976406166,3,30.81735455504954,1641.0514196332256,0,1,-0.001866868331879688,-0.0887996066968639,14,0.8475118635572786,0.00015248813644272143,0
8,12,0.6547622604191374,5,34.20640368375169,2255.101022962157,1,1,-0.0006805280142911316,-0.020500748393331367,13,0.8565242324282425,0.00014347576757175751,0
8,13,0.7741081680274486,2,34.15049461668001,1859.894745887877,1,0,0.0001376397482745433,-0.017931302223113406,20,0.8130391916532567,0.00018696080834674334,0
8,14,0.5190027219047273,4,32.08345841044919,1695.0122031554538,2,2,0.004078072344046383,0.22152736085565333,15,0.8483683329678601,0.00015163166703213994,0
8,15,0.5878924935743193,3,30.05407472515853,1628.7321844886294,1,2,0.0018372875763640855,0.09719461980660772,10,0.8786471404988411,0.00012135285950115892,0
8,16,0.7647776247771993,4,34.9558588440145,1695.906510377131,0,1,-0.0010500616091507174,-0.04732799946071812,10,0.887176989033092,0.00011282301096690806,0
8,17,0.604785105386926,3,33.5223113021756,1927.9715025903654,1,1,0.006035242658243503,0.3165162667796974,9,0.8839365181480802,0.00011606348185191985,0
8,18,0.8539780843213646,3,34.73694235490133,2374.6582199491027,1,2,0.0012284325366011437,0.07136664174506975,16,0.820700645457692,0.00017929935454230806,0
8,19,0.7699020946408546,2,28.838511091214254,1840.7473122141166,3,1,-0.0009522031192840373,-0.02075200731964947,15,0.8182558559089717,0.00018174414409102835,0
8,20,0.6346726516391223,3,33.62312781765512,1600.009700117164,0,0,0.0009738698405188129,0.04546228962126636,15,0.8304497272729858,0.00016955027272701418,0
8,21,0.5666295241511371,5,32.142457851795804,2372.702145407994,0,1,0.005743408371498531,0.29088616041947973,15,0.8396511514154392,0.0001603488485845608,0
8,22,0.5242365609717106,2,32.23636096964775,2231.9876015339296,1,1,0.011085007887992188,0.5564377850480181,14,0.8464267519070618,0.00015357324809293815,0
